25.4mm,9.5mm,4.8mm,2.0mm,0.42mm,0.076mm,LL ,IP ,Umidade Ótima,Densidade máxima ,CBR 
100.0,100.0,99.9,99.7,95.5,90.6,56.0,22.0,29.6,1482.0,7.6
96.7,81.3,58.1,45.2,31.3,20.8,35.0,8.0,10.4,1990.0,45.7
99.5,91.2,65.8,50.7,37.5,21.51,33.0,8.0,11.0,1940.0,42.3
99.9,92.5,76.2,62.1,49.5,33.2,37.0,11.0,12.0,1942.0,40.5
98.8,84.7,61.1,42.3,28.6,18.7,36.0,9.0,10.1,1940.0,40.5
99.6,92.6,56.4,34.0,30.9,21.9,34.0,8.0,11.0,1935.0,45.2
99.2,92.5,71.4,49.2,32.7,22.5,34.0,8.0,12.0,1978.0,43.8
97.4,91.3,70.7,53.6,48.4,33.2,30.0,10.0,11.7,1933.0,40.3
97.7,88.4,73.0,61.9,42.7,25.5,34.0,8.0,10.0,1950.0,39.2
99.6,89.6,60.8,41.5,28.9,19.3,34.0,7.0,10.8,1925.0,43.3
98.6,90.2,66.2,46.6,32.4,10.3,33.0,5.0,10.0,1980.0,31.9
98.6,85.3,62.3,43.2,37.6,25.1,35.0,10.0,14.0,1960.0,36.6
98.6,86.2,62.7,47.4,34.7,23.4,34.0,9.0,11.2,1940.0,30.8
98.0,91.8,72.3,54.8,40.9,25.8,32.0,8.0,12.1,1962.0,33.0
99.5,91.0,67.5,49.1,37.7,31.8,35.0,9.0,14.0,1940.0,28.6
98.2,91.4,69.2,51.1,41.4,28.5,35.0,10.0,9.2,1960.0,30.8
99.3,90.4,64.2,42.2,30.7,20.2,36.0,10.0,11.9,1990.0,40.5
98.0,89.8,67.0,55.4,47.0,27.1,35.0,9.0,10.0,2000.0,10.2
98.2,87.7,69.8,57.0,47.2,27.4,35.0,9.0,10.5,2040.0,38.1
99.8,93.4,67.2,48.4,39.6,24.4,35.0,9.0,8.4,1970.0,35.3
99.9,90.8,66.2,41.2,34.3,23.8,34.0,8.0,8.8,1935.0,36.6
98.7,88.1,60.6,44.3,31.7,19.7,37.0,8.0,9.6,1950.0,35.0
100.0,99.6,95.9,87.89,78.0,44.0,37.0,10.0,9.0,1947.0,33.7
99.2,74.0,58.3,43.3,33.1,24.0,32.0,8.0,11.4,1920.0,43.3
98.7,89.9,72.2,60.9,51.2,33.6,35.0,11.0,12.8,1920.0,43.3
98.8,93.2,80.8,69.0,51.2,28.6,33.0,9.0,11.4,1940.0,43.7
99.6,92.6,56.4,34.0,30.9,21.1,37.0,10.0,9.0,1970.0,44.1
98.3,93.1,72.8,56.0,50.2,34.1,35.0,11.0,11.2,1960.0,38.8
99.0,90.7,74.5,63.4,43.5,27.7,34.0,8.0,10.0,1900.0,31.7
99.5,92.6,84.3,76.5,65.7,49.4,36.0,8.0,14.2,1835.0,35.9
98.6,93.2,79.6,67.0,44.4,26.0,33.0,9.0,8.0,1931.0,31.6
88.1,70.4,51.21,48.8,37.2,21.0,35.0,8.0,11.8,1940.0,32.1
99.0,90.4,66.5,51.8,38.9,30.36,37.0,9.0,10.0,1970.0,31.4
100.0,95.5,77.2,66.2,55.2,37.9,35.0,7.0,13.8,1900.0,20.5
98.1,81.0,58.0,45.0,31.1,21.8,35.0,9.0,9.2,1995.0,33.7
99.4,92.9,69.7,52.0,39.4,26.3,34.0,10.0,12.0,1950.0,31.6
99.7,93.9,73.1,59.0,50.7,27.6,34.0,9.0,9.2,1980.0,33.7
98.0,87.4,68.0,56.5,46.6,27.9,35.0,9.0,10.8,1980.0,35.2
92.4,69.2,55.4,49.2,36.1,18.5,37.0,8.0,13.6,1980.0,36.6
99.5,89.6,59.4,36.4,29.5,19.67,34.0,8.0,12.2,1940.0,36.6
90.0,64.84,49.9,38.92,29.34,15.68,32.0,10.0,8.6,2025.0,60.45
94.6,60.7,48.5,39.5,32.6,22.1,32.0,11.0,8.6,2005.0,45.32
96.2,81.1,63.4,50.8,38.8,22.3,33.0,11.0,10.1,2064.0,57.79
94.2,79.1,68.0,55.3,41.3,26.1,35.0,13.0,8.9,2133.0,49.92
91.4,71.6,61.5,56.0,37.1,19.8,32.0,7.0,9.7,2096.0,39.52
88.4,67.9,54.0,40.0,32.4,25.9,32.0,32.0,7.1,2151.0,54.53
91.6,65.8,53.4,37.8,31.5,24.5,30.0,30.0,7.2,2143.0,57.58
92.1,66.5,55.1,38.5,31.5,25.0,32.0,32.0,7.0,2165.0,60.02
97.3,79.1,63.6,48.5,41.4,33.6,40.0,14.0,10.2,2036.0,58.9
98.4,85.5,59.9,39.5,33.0,25.8,33.0,12.0,11.7,2090.0,54.26
95.0,69.0,52.6,34.5,27.7,19.7,30.1,8.9,6.1,2116.0,85.8
91.3,67.1,58.4,41.2,29.7,23.1,29.0,10.0,7.2,2120.0,115.77
94.6,77.6,64.5,54.7,36.0,15.6,28.0,9.0,8.0,2115.0,82.53
92.5,87.2,75.2,62.1,40.9,23.4,27.0,8.0,7.4,2093.0,45.16
91.06,57.58,46.41,37.09,29.26,15.49,30.0,9.0,8.2,2047.0,27.04
92.7,67.6,57.7,49.6,42.0,28.9,34.0,14.0,10.6,1935.0,21.98
88.6,68.9,58.0,48.9,38.0,21.7,33.0,11.0,9.0,1983.0,24.0
92.4,72.9,61.2,52.2,41.42,25.8,35.0,12.0,11.8,1853.0,42.02
88.8,68.6,53.7,40.2,33.1,27.0,33.0,12.0,9.9,2008.0,39.82
97.9,82.6,62.3,46.6,41.3,26.0,31.0,11.0,10.9,2064.0,38.31
94.9,77.5,61.6,48.3,41.0,27.6,34.0,12.0,10.9,2036.0,40.83
96.7,77.8,62.0,51.3,45.4,37.0,36.0,13.0,11.3,1790.0,37.51
100.0,100.0,98.0,93.6,75.2,49.6,40.0,15.0,14.5,1688.0,12.78
96.0,74.7,54.2,41.2,30.2,17.6,31.0,12.0,12.0,1937.0,31.62
96.0,79.3,68.1,52.4,41.0,23.6,29.0,9.0,8.9,2035.0,74.42
96.0,81.0,62.0,43.1,28.8,16.6,38.0,14.0,10.0,2046.0,24.71
97.9,83.7,55.6,40.5,30.4,20.7,41.0,15.0,12.5,1931.0,43.91
92.7,74.0,58.8,43.5,31.9,18.7,30.0,9.0,13.3,1931.0,22.88
97.7,85.1,69.8,53.4,41.1,23.2,33.0,11.0,10.6,1979.0,20.32
98.9,86.3,63.3,43.3,36.0,27.6,34.0,13.0,12.1,1938.0,26.31
98.0,88.2,70.1,42.2,33.5,26.1,33.0,12.5,9.6,1996.0,33.6
93.8,69.2,51.3,35.0,28.5,20.5,29.6,8.4,10.5,1994.0,33.1
93.7,91.3,66.8,53.9,36.8,16.9,29.0,11.0,8.4,2035.0,41.62
92.2,80.0,67.7,53.4,35.3,15.7,35.0,12.0,8.7,2029.0,45.18
93.0,81.7,68.9,55.0,36.9,17.3,29.0,11.0,7.6,2081.0,49.5
100.0,100.0,100.0,97.1,92.4,76.1,41.0,16.0,17.0,1592.0,13.22
100.0,100.0,98.97,95.57,83.62,51.61,38.0,16.0,16.3,1603.0,8.29
100.0,99.5,99.3,98.4,94.3,52.1,37.0,17.0,16.1,1762.0,15.85
100.0,100.0,99.5,98.5,93.1,50.2,37.0,15.0,17.4,1664.0,11.2
97.0,88.9,85.4,80.9,70.3,46.9,35.0,15.0,16.3,1595.0,7.43
100.0,100.0,99.0,95.1,87.0,64.9,38.0,17.0,18.14,1570.0,8.45
100.0,100.0,99.5,97.0,86.0,61.3,42.0,17.0,17.8,1618.0,9.13
97.9,80.5,60.5,45.0,40.0,25.5,35.0,13.0,8.8,1947.0,16.64
93.9,79.4,70.5,63.5,52.7,35.2,38.0,13.0,15.4,1849.0,13.81
100.0,99.6,98.9,97.5,85.7,59.1,43.0,19.0,25.3,1510.0,7.32
100.0,100.0,100.0,97.0,81.3,55.7,42.0,16.0,16.2,1543.0,6.14
100.0,100.0,98.8,96.2,83.6,56.8,43.0,14.0,17.7,1640.0,7.09
98.4,89.9,77.2,68.7,56.6,43.0,40.0,16.0,16.4,1690.0,8.28
100.0,100.0,100.0,98.0,87.7,65.1,41.0,17.0,21.1,1409.0,6.93
96.5,86.3,74.9,63.9,49.6,34.3,42.0,16.0,15.5,1803.0,13.57
97.9,82.5,60.2,45.9,34.5,21.7,37.0,15.0,14.1,1855.0,19.31
100.0,100.0,99.1,98.0,89.4,63.0,42.0,16.0,22.5,1510.0,11.14
100.0,97.3,91.2,83.9,70.9,39.9,38.0,15.0,14.7,1740.0,13.27
100.0,99.8,99.4,98.0,76.8,49.5,42.0,17.0,24.4,1564.0,11.18
100.0,100.0,99.8,98.3,74.2,46.2,39.0,16.0,22.9,1588.0,9.54
98.7,86.5,67.3,48.0,38.8,29.7,34.0,13.0,13.8,1873.0,15.09
100.0,100.0,100.0,97.7,92.6,72.3,37.4,15.1,18.9,1707.0,13.9
100.0,100.0,98.3,92.0,81.7,68.2,39.0,16.2,19.0,1565.0,12.1
93.2,78.1,55.8,44.4,35.5,20.2,30.0,12.0,12.9,1889.0,28.3
94.4,83.8,71.4,58.5,41.9,21.7,35.0,12.0,11.8,1824.0,18.42
100.0,94.9,88.3,80.5,67.7,47.5,46.0,18.0,14.3,1713.0,7.63
100.0,100.0,100.0,98.1,92.9,77.1,43.0,16.0,19.3,1519.0,8.02
100.0,98.1,96.9,96.0,93.1,88.9,55.0,23.0,31.3,1437.0,16.6
100.0,100.0,100.0,99.9,98.3,94.9,61.0,24.0,33.9,1375.0,18.4
100.0,95.0,92.5,90.8,83.4,74.0,53.0,21.0,30.9,1412.0,14.7
100.0,99.3,99.2,98.7,95.1,87.9,58.0,25.0,32.5,1347.0,14.1
100.0,99.2,99.2,99.1,96.5,91.5,57.0,21.0,31.9,1347.0,16.8
100.0,99.3,98.9,98.4,95.5,90.1,58.0,28.0,32.1,1416.0,22.1
100.0,98.2,97.7,97.2,92.4,86.6,54.0,24.0,30.5,1422.0,16.8
100.0,100.0,99.9,99.5,95.4,89.0,57.0,22.0,31.9,1411.0,15.0
100.0,100.0,100.0,99.7,96.9,91.9,55.0,24.0,31.8,1380.0,19.7
100.0,100.0,99.8,99.6,94.7,87.6,54.0,23.0,32.7,1366.0,15.5
100.0,98.3,98.1,97.5,91.9,85.6,57.0,27.0,33.0,1376.0,16.8
1000.0,99.8,99.6,99.3,91.8,83.7,54.0,20.0,30.8,1435.0,9.3
1000.0,1000.0,99.9,99.7,98.0,94.1,57.0,26.0,30.5,1433.0,15.9
1000.0,99.3,99.2,98.9,96.8,91.8,57.0,25.0,32.2,1410.0,19.4
1000.0,1000.0,99.9,99.8,95.6,91.1,56.0,24.0,33.0,1358.0,16.2
1000.0,99.2,98.8,98.5,95.0,88.3,61.0,30.0,34.3,1326.0,11.3
100.0,96.2,95.6,94.7,90.2,83.9,57.0,22.0,31.3,1375.0,13.2
100.0,98.9,97.3,95.4,90.7,84.4,58.0,24.0,32.5,1322.0,12.2
100.0,100.0,99.9,99.7,85.6,49.7,53.0,19.0,31.7,1428.0,17.6
100.0,99.0,98.7,98.1,94.9,90.6,56.0,22.0,32.2,1395.0,16.8
100.0,98.6,97.5,96.3,92.9,87.4,51.0,19.0,31.9,1369.0,15.8
100.0,98.0,97.6,97.0,94.0,90.1,58.0,24.0,33.1,1352.0,17.1
100.0,100.0,100.0,99.7,97.3,92.4,66.0,26.0,32.9,1397.0,18.0
100.0,99.6,99.4,98.8,97.1,92.4,61.0,29.0,29.0,1524.0,22.0
100.0,99.4,98.8,98.1,96.0,92.3,61.0,27.0,32.6,1365.0,18.1
100.0,96.3,93.8,91.8,87.0,79.3,54.0,23.0,28.7,1441.0,18.1
100.0,100.0,99.9,99.5,97.1,93.0,60.0,28.0,31.6,1394.0,17.4
100.0,100.0,99.9,99.5,97.1,93.0,61.0,27.0,31.9,1424.0,21.7
100.0,100.0,99.6,97.8,95.4,84.1,52.4,11.1,29.0,1423.0,10.3
100.0,100.0,100.0,99.8,97.1,95.1,60.6,14.6,35.6,1349.0,9.4
100.0,100.0,96.3,93.8,90.2,88.2,56.4,9.2,32.7,1385.0,10.3
100.0,100.0,97.9,96.3,90.8,86.7,54.1,7.4,31.2,1404.0,9.2
100.0,100.0,99.9,99.4,96.0,93.4,61.4,11.1,33.4,1327.0,11.8
100.0,100.0,96.8,93.1,91.6,84.8,55.3,9.4,29.6,1437.0,7.5
100.0,100.0,99.3,97.4,92.8,89.4,58.2,9.9,32.1,1345.0,9.1
100.0,99.2,98.9,96.2,90.3,86.7,58.3,12.2,33.1,1339.0,10.9
100.0,100.0,98.2,96.1,91.3,88.9,54.9,11.9,30.9,1354.0,8.2
100.0,100.0,97.3,94.7,91.1,89.2,57.0,11.7,31.4,1398.0,8.7
100.0,100.0,98.3,96.3,91.2,87.9,58.9,13.5,32.0,1372.0,9.2
100.0,98.9,97.1,95.8,90.2,85.1,52.2,10.4,28.7,1415.0,11.3
100.0,99.8,96.1,90.5,88.5,87.5,41.3,5.9,30.6,1409.0,7.2
100.0,100.0,99.6,97.6,95.8,91.9,50.4,10.5,32.6,1390.0,9.8
100.0,99.2,98.9,96.8,93.4,89.7,47.3,10.9,29.8,1432.0,9.0
100.0,100.0,99.6,98.1,95.4,91.0,51.2,12.0,31.5,1383.0,10.2
100.0,99.3,98.1,96.5,92.2,86.4,46.6,9.9,28.6,1431.0,7.8
100.0,98.7,97.4,96.0,94.1,88.2,44.0,8.9,29.4,1466.0,8.9
100.0,98.9,96.3,94.2,89.5,79.8,42.8,9.4,26.9,1506.0,6.3
100.0,99.8,98.0,95.7,92.6,87.8,48.6,10.1,30.6,1454.0,8.2
100.0,94.5,92.9,91.9,84.7,78.2,39.7,8.4,24.9,1529.0,6.8
100.0,98.6,95.6,91.9,88.3,76.5,41.6,9.7,27.6,1499.0,6.5
100.0,99.2,96.4,94.7,91.8,87.5,48.2,9.9,29.1,1419.0,8.5
100.0,97.0,95.2,93.3,92.1,89.3,45.1,7.9,30.2,1473.0,7.9
100.0,98.2,97.5,91.8,88.1,80.2,42.1,9.3,27.3,1512.0,7.1
100.0,99.1,98.3,93.9,90.1,88.2,51.4,11.2,32.1,1398.0,9.6
100.0,99.9,99.0,96.4,90.9,84.4,39.9,4.1,28.7,1430.0,9.8
100.0,98.6,97.1,93.9,90.4,85.9,47.3,10.5,29.6,1489.0,7.2
100.0,98.9,97.6,95.4,92.7,90.4,50.5,11.4,33.1,1361.0,7.5
100.0,99.4,97.9,96.2,91.3,86.4,52.6,12.1,32.2,1385.0,8.8
100.0,97.5,96.2,91.9,87.4,82.6,54.1,12.2,33.8,1343.0,10.6
100.0,98.1,97.3,95.5,90.3,85.8,49.6,10.2,32.1,1404.0,8.3
100.0,100.0,98.5,95.1,90.8,86.3,52.3,12.6,29.6,1428.0,7.8
100.0,98.2,96.4,91.1,85.1,79.5,48.6,8.9,26.8,1502.0,6.8
100.0,99.4,97.6,94.1,89.7,83.4,47.8,7.5,28.9,1485.0,9.6
100.0,100.0,99.0,97.5,94.5,89.1,51.8,12.9,30.4,1411.0,10.8
100.0,100.0,99.8,97.1,96.4,92.9,59.4,14.1,31.5,1387.0,9.2
100.0,100.0,100.0,98.9,95.4,90.3,51.8,12.3,32.1,1359.0,9.9
100.0,100.0,98.8,97.6,93.9,88.5,53.6,12.7,30.2,1465.0,8.6
100.0,100.0,100.0,99.8,98.4,97.3,57.9,15.1,31.5,1362.0,8.1
100.0,100.0,99.4,98.9,97.6,93.8,59.6,11.3,30.8,1393.0,9.8
100.0,100.0,99.4,97.2,93.1,89.8,50.2,12.6,28.9,1472.0,8.3
100.0,100.0,100.0,98.5,96.1,92.4,53.3,13.8,32.1,1381.0,10.1
100.0,100.0,99.2,96.5,94.3,87.8,46.6,7.5,28.9,1463.0,7.6
100.0,100.0,98.6,97.4,96.2,91.5,50.8,10.5,30.6,1416.0,8.8
100.0,100.0,100.0,99.7,97.3,92.4,66.0,26.0,32.9,1397.0,18.0
100.0,99.6,99.4,98.8,97.1,92.4,61.0,29.0,29.0,1524.0,22.0
100.0,99.4,98.8,98.1,95.0,92.3,61.0,27.0,32.6,1365.0,18.1
100.0,96.3,93.8,91.8,87.0,79.3,54.0,23.0,28.7,1441.0,18.1
100.0,100.0,99.9,99.5,97.1,93.0,60.0,28.0,31.6,1394.0,17.4
100.0,100.0,99.9,99.5,97.1,93.0,61.0,27.0,31.9,1424.0,21.7
100.0,96.5,93.2,90.4,87.5,81.8,46.3,11.3,29.5,1493.0,8.3
100.0,98.6,97.2,95.6,90.8,86.4,47.3,9.4,30.9,1422.0,7.1
100.0,98.7,95.3,92.9,88.7,83.1,44.5,10.9,28.3,1487.0,9.3
100.0,99.4,96.5,91.8,89.2,81.5,42.1,7.6,29.1,1455.0,8.6
100.0,99.1,97.6,93.4,87.3,78.6,39.8,7.3,27.4,1509.0,8.1
100.0,100.0,98.1,95.4,90.2,85.6,50.2,9.9,31.8,1391.0,9.8
100.0,98.1,96.4,91.7,86.4,80.5,47.8,10.6,29.5,1438.0,8.4
100.0,100.0,100.0,100.0,96.8,38.0,32.8,6.2,14.0,1701.0,10.9
100.0,100.0,100.0,100.0,96.9,74.1,47.6,8.9,22.2,1593.0,6.9
100.0,100.0,100.0,100.0,95.7,74.3,45.7,11.3,21.4,1616.0,6.3
100.0,95.6,84.0,65.5,53.8,21.8,45.7,11.3,9.5,1949.0,34.7
100.0,100.0,100.0,100.0,95.8,75.3,43.6,10.6,21.9,1605.0,5.6
100.0,100.0,100.0,100.0,97.2,85.9,47.4,6.1,22.6,1519.0,6.3
100.0,100.0,100.0,100.0,96.9,74.1,41.7,13.6,21.0,1612.0,6.3
100.0,100.0,100.0,100.0,90.9,55.3,38.7,12.6,14.8,1638.0,7.7
100.0,100.0,100.0,100.0,93.5,68.7,38.7,16.0,16.6,1656.0,6.8
100.0,100.0,100.0,100.0,88.8,70.4,43.4,15.1,15.0,1591.0,7.2
100.0,100.0,100.0,100.0,92.7,78.4,42.6,13.8,22.7,1620.0,6.9
100.0,95.1,79.5,71.4,60.9,51.3,37.6,12.5,16.3,1731.0,13.8
100.0,94.2,79.1,7.07,58.9,47.4,34.5,14.1,15.7,1710.0,13.7
100.0,100.0,100.0,100.0,92.0,77.7,44.4,10.2,24.5,1607.0,6.3
100.0,100.0,100.0,100.0,94.7,82.2,43.8,13.6,22.5,1596.0,6.8
100.0,100.0,100.0,100.0,95.2,74.3,38.8,18.4,17.7,1659.0,8.8
100.0,100.0,100.0,100.0,93.6,80.3,41.6,13.9,22.3,1605.0,7.3
100.0,100.0,100.0,100.0,91.8,65.3,39.7,11.5,15.1,1641.0,6.6
100.0,100.0,100.0,100.0,91.7,77.9,42.8,14.6,22.8,1635.0,7.7
100.0,100.0,100.0,100.0,94.2,74.8,38.6,16.4,17.3,1665.0,7.7
100.0,100.0,100.0,100.0,96.2,78.5,39.8,16.4,18.7,1647.0,6.9
100.0,100.0,100.0,100.0,94.1,74.6,39.7,16.5,16.4,1650.0,8.2
100.0,100.0,100.0,100.0,92.3,78.3,41.7,19.9,22.3,1625.0,6.9
100.0,100.0,100.0,100.0,93.7,80.9,46.7,10.5,24.3,1561.0,5.7
100.0,100.0,100.0,100.0,93.1,78.4,42.7,11.3,22.3,1618.0,6.4
100.0,100.0,100.0,100.0,92.0,83.4,45.4,8.7,22.3,1547.0,4.7
100.0,100.0,100.0,100.0,97.1,86.8,46.6,10.4,23.2,1561.0,5.9
100.0,100.0,100.0,100.0,92.7,79.3,42.9,16.1,21.9,1602.0,6.1
100.0,100.0,100.0,100.0,94.3,75.8,38.7,16.7,16.8,1674.0,7.6
100.0,100.0,100.0,100.0,91.5,78.4,42.4,15.2,22.8,1629.0,7.0
100.0,100.0,100.0,100.0,95.1,74.2,40.6,16.4,15.5,1673.0,8.9
100.0,100.0,100.0,100.0,95.1,76.7,37.7,17.0,16.3,1643.0,6.8
100.0,100.0,100.0,100.0,94.9,73.7,38.0,17.0,17.8,1664.0,9.0
100.0,100.0,100.0,100.0,92.0,77.6,40.6,14.3,22.3,1640.0,7.3
100.0,100.0,100.0,100.0,94.4,75.0,39.6,16.7,15.1,1668.0,7.7
100.0,100.0,100.0,100.0,97.6,87.4,43.9,13.6,21.7,1537.0,5.0
100.0,100.0,100.0,100.0,95.5,87.1,43.5,11.0,23.7,1593.0,4.5
100.0,100.0,100.0,100.0,92.5,78.9,42.7,13.2,21.2,1618.0,6.9
100.0,100.0,100.0,100.0,96.6,87.4,45.7,15.0,23.0,1571.0,4.4
100.0,84.8,61.9,43.7,36.0,31.5,38.5,12.5,17.1,1831.0,14.7
100.0,95.8,80.1,66.6,50.9,44.4,36.9,8.7,15.6,1870.0,19.5
100.0,100.0,100.0,100.0,93.7,48.0,33.7,13.3,15.0,1739.0,7.1
100.0,82.0,64.9,49.9,37.1,31.4,32.7,8.2,12.8,1905.0,24.8
100.0,100.0,100.0,100.0,94.8,79.5,44.7,13.6,21.1,1607.0,7.5
100.0,100.0,86.7,78.4,69.0,61.4,42.6,13.9,19.3,1702.0,14.6
100.0,100.0,88.9,81.2,71.1,64.4,42.4,13.4,20.9,1644.0,9.5
100.0,100.0,100.0,100.0,93.4,76.8,39.6,16.7,18.6,1675.0,7.1
100.0,100.0,100.0,100.0,93.8,77.5,40.4,16.8,19.6,1673.0,7.1
100.0,100.0,100.0,100.0,94.3,76.7,38.0,16.6,18.1,1672.0,7.8
100.0,100.0,100.0,100.0,94.1,77.3,39.8,17.4,18.6,1644.0,7.9
100.0,100.0,100.0,100.0,94.7,25.1,41.5,17.6,17.9,1653.0,7.6
100.0,100.0,100.0,100.0,97.5,38.8,37.9,13.5,14.0,1702.0,10.8
100.0,100.0,100.0,100.0,96.6,40.9,39.7,14.0,15.4,1733.0,11.3
100.0,100.0,100.0,100.0,94.7,65.5,35.9,13.5,14.8,1707.0,11.3
100.0,100.0,100.0,100.0,93.8,64.1,38.0,13.9,14.8,1726.0,12.1
100.0,100.0,100.0,100.0,96.5,37.8,37.5,13.3,14.6,1783.0,11.7
100.0,100.0,100.0,100.0,95.8,41.0,39.4,15.4,14.0,1625.0,9.1
100.0,100.0,100.0,100.0,95.8,81.4,41.6,14.4,19.1,1605.0,6.6
100.0,98.0,88.5,69.2,59.2,29.5,33.5,10.7,11.8,1976.0,22.5
100.0,100.0,100.0,100.0,94.7,78.4,40.9,16.8,20.1,1689.0,7.0
100.0,100.0,100.0,100.0,95.5,78.4,42.5,16.4,20.2,1666.0,6.5
100.0,95.1,82.5,71.6,57.9,48.1,36.8,13.2,14.2,1842.0,18.5
100.0,94.4,82.6,71.5,56.0,47.2,33.5,11.3,14.0,1865.0,18.5
100.0,100.0,100.0,100.0,96.5,80.7,42.7,18.5,18.1,1656.0,6.1
100.0,96.2,81.8,69.4,54.3,46.2,40.9,16.6,14.7,1766.0,18.2
100.0,100.0,100.0,100.0,96.4,79.0,39.7,17.3,18.5,1679.0,8.2
100.0,100.0,100.0,100.0,94.8,77.8,40.9,16.8,17.3,1662.0,8.6
100.0,100.0,100.0,100.0,95.2,77.8,38.6,17.6,18.6,1667.0,8.5
100.0,100.0,100.0,100.0,95.0,77.9,40.5,15.9,19.5,1672.0,8.1
100.0,100.0,100.0,100.0,95.5,78.4,40.7,16.7,19.9,1661.0,8.1
100.0,100.0,100.0,100.0,95.4,78.0,39.9,16.8,18.3,1642.0,8.6
100.0,100.0,100.0,100.0,95.6,78.6,38.7,17.1,17.6,1647.0,8.0
100.0,100.0,100.0,100.0,94.4,77.0,40.6,16.6,17.8,1656.0,9.3
100.0,96.6,82.4,69.2,54.9,47.7,38.7,16.3,14.2,1877.0,21.0
100.0,100.0,100.0,100.0,97.2,85.9,41.6,11.9,22.4,1589.0,4.7
100.0,100.0,100.0,100.0,93.7,78.0,39.7,16.9,17.9,1676.0,8.1
100.0,100.0,100.0,100.0,96.4,83.9,45.8,13.7,21.5,1604.0,5.6
100.0,100.0,88.4,80.8,73.5,51.9,37.6,13.7,15.9,1682.0,9.9
100.0,100.0,89.1,81.9,76.1,54.6,36.6,13.6,15.6,1667.0,9.4
100.0,100.0,90.2,82.9,74.3,54.0,36.2,14.0,15.4,1674.0,9.6
100.0,100.0,86.3,77.9,68.9,49.9,37.6,13.6,15.3,1705.0,10.6
100.0,100.0,89.1,81.7,73.1,53.1,36.7,14.3,16.4,1678.0,9.5
89.8,60.8,32.6,22.2,16.7,14.0,24.8,4.7,10.3,2091.0,46.6
88.7,59.9,32.2,21.3,16.5,13.8,24.8,5.1,9.6,2090.0,48.5
88.5,58.3,30.5,21.0,16.2,13.6,24.6,5.3,9.7,2108.0,46.7
89.1,59.7,31.2,21.1,15.5,13.1,24.6,4.6,10.5,2080.0,44.8
89.1,59.3,31.0,20.7,15.9,13.7,23.9,5.6,9.5,2141.0,49.1
85.5,59.3,31.7,22.0,17.0,14.5,23.7,5.3,9.9,2091.0,48.8
88.6,59.9,31.8,22.0,16.7,14.1,24.4,4.3,10.0,2110.0,47.2
89.6,60.9,32.7,22.3,16.8,13.7,23.5,4.6,9.9,2107.0,48.7
88.4,57.9,31.0,21.2,16.1,13.8,23.8,4.9,9.9,2112.0,48.7
88.4,57.8,31.0,21.1,16.0,13.7,23.5,4.1,9.7,2125.0,50.3
88.4,57.8,30.8,20.9,16.0,13.7,23.1,4.2,9.6,2120.0,52.2
88.3,57.7,30.6,20.7,15.6,13.4,22.9,3.8,9.6,2142.0,53.0
88.3,57.8,30.8,21.0,16.0,13.6,22.8,3.9,9.6,2178.0,54.9
88.4,58.0,30.9,21.0,16.0,13.8,23.0,3.7,10.2,2110.0,52.2
88.4,58.2,31.1,21.2,16.2,13.8,23.2,3.1,9.6,2198.0,52.7
89.8,60.8,32.6,22.2,16.7,14.0,22.8,4.5,9.1,2551.0,83.0
88.7,59.9,32.2,21.3,16.5,13.8,23.8,4.1,10.5,2175.0,85.6
88.5,58.3,30.5,21.0,16.2,13.6,24.6,5.3,9.4,2168.0,86.9
89.1,59.7,31.2,21.1,15.5,13.1,24.6,4.6,8.9,2170.0,88.3
89.1,59.3,31.0,20.7,15.9,13.7,23.9,5.6,9.5,2162.0,84.6
88.5,59.3,31.7,22.0,17.0,14.5,23.7,5.3,9.7,2149.0,85.1
88.6,59.9,31.8,22.0,16.7,14.1,24.4,4.3,9.9,2127.0,85.2
89.6,60.9,32.7,22.3,16.8,13.7,23.5,4.6,10.3,2185.0,87.3
88.4,57.9,31.0,21.2,16.1,13.8,23.8,4.9,10.6,2170.0,87.4
88.4,57.8,31.0,21.1,16.0,13.7,23.5,4.1,10.5,2183.0,90.6
88.4,57.8,30.8,20.9,16.0,13.7,23.1,4.2,10.5,2255.0,90.1
88.3,57.7,30.6,20.7,15.6,13.4,22.9,3.8,10.1,2092.0,87.9
88.3,57.8,30.8,21.0,16.0,13.6,22.8,3.9,10.6,2187.0,86.4
88.4,58.0,30.9,21.0,16.0,13.8,23.0,3.7,10.7,2246.0,88.5
88.4,58.2,31.1,21.2,16.2,13.8,23.2,3.1,10.1,2239.0,88.6
100.0,100.0,100.0,100.0,93.71,55.27,28.07,8.31,13.6,1610.0,8.2
100.0,100.0,100.0,100.0,94.1,56.29,30.46,9.45,15.6,1582.0,7.78
100.0,100.0,100.0,100.0,95.83,60.4,29.61,11.0,16.3,1607.0,9.42
100.0,100.0,100.0,100.0,95.74,61.63,31.16,10.99,17.6,1599.0,9.79
100.0,100.0,100.0,100.0,94.82,59.07,32.46,12.43,16.0,1659.0,8.05
100.0,100.0,100.0,100.0,95.22,53.33,27.74,9.99,16.0,1591.0,9.2
100.0,100.0,100.0,100.0,95.33,54.51,29.18,10.31,17.1,1628.0,9.45
100.0,73.7,56.5,47.0,43.9,25.0,29.3,9.1,8.5,1376.0,34.8
100.0,76.1,59.9,49.3,45.5,23.7,30.8,10.3,8.1,1443.0,38.4
